label,flare,timestamp,NOAA,HARP,TOTUSJH,USFLUX,SAVNCPP,TOTUSJZ,ABSNJZH,TOTPOT,AREA_ACR,Cdec,Chis1d,Chis,Edec,Mhis,Xmax1d,Mdec,MEANPOT,R_VALUE,Mhis1d,MEANGAM,TOTFX,MEANJZH,MEANALP,MEANGBZ,TOTFZ,MEANSHR,MEANGBT,TOTFY,logEdec,TOTBSQ,EPSZ,SHRGT45,MEANGBH,MEANJZD,Xhis1d,Xdec,Xhis,EPSX,EPSY,Bhis,Bdec,Bhis1d
Negative,N,2017-08-30T16:58:42.60Z,12673,7115,-0.5194150391239211,-0.5059685020851961,-0.488831206746035,-0.589473991196374,-0.30109488196065504,-0.188214456204082,-0.6018403156059929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73691752552033,0.7822492467675991,0.0,1.7025432567700902,0.6172399392808089,0.8591947125323629,0.4662863849775339,-1.32011683443673,0.138301999706211,1.9320648879319,-1.24235054509495,0.37832483672942696,0.0,-0.12274096881249501,-0.09000544202957697,2.45210564191064,-0.14405853662535098,-0.096349293736466,0.0,0.0,0.0,-1.0057952230349398,-0.567218211961264,0.0,0.0,0.0
Negative,N,2017-08-30T17:58:42.60Z,12673,7115,-0.508175097981454,-0.498991879767831,-0.414189619822895,-0.563375315222114,-0.240122936670136,-0.18477093162622305,-0.6138477423216989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3423110322548197,0.79969641089331,0.0,1.7419539812304898,0.535175306140936,1.07404419613614,0.6385672657664381,-1.27565692591758,0.066431388329155,1.9568532679271904,-1.2750616741895602,0.293425597083248,0.0,-0.18661497863463,-0.36935578260547397,2.5511651203969397,-0.258509960329265,0.033632713490505,0.0,0.0,0.0,-0.977935521342894,-0.5091475823272461,0.0,0.0,0.0
Negative,N,2017-08-30T19:10:42.60Z,12673,7115,-0.500714377645405,-0.497623526578374,-0.327818285858133,-0.5589942865811199,-0.184395769138076,-0.174363810546876,-0.608139274621897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33762948000869,0.7490996349287479,0.0,1.7738930891786,0.5361012338863499,1.3077438493323101,0.7980499688282741,-1.28404804252178,0.09698767307876,1.95733741597398,-1.2135466683403602,0.281597952970839,0.0,-0.18735462804530809,-0.30137229264231297,2.53569285586672,-0.282950402761341,0.404887456556887,0.0,0.0,0.0,-0.9810310437531221,-0.49225430825189503,0.0,0.0,0.0
Negative,N,2017-08-30T19:58:42.60Z,12673,7115,-0.516286961110798,-0.503445090413278,-0.364062288295759,-0.572798304434022,-0.20411141657913398,-0.17472050643174,-0.6025186327924971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56389702672011,0.745028629966082,0.0,1.7967184670952498,0.5432000132678599,1.28895156576192,0.748266683546369,-1.2761773052418701,0.13565176141034999,2.02231008385227,-1.2060550770768401,0.27663444451672997,0.0,-0.174199434955389,-0.1864183914318769,2.62661552591482,-0.20244403799086705,0.307566234190903,0.0,0.0,0.0,-0.9711253720403941,-0.4743052045468351,0.0,0.0,0.0
Negative,N,2017-08-30T20:58:42.60Z,12673,7115,-0.520643535174978,-0.504754938678043,-0.31939115407068497,-0.573454924934095,-0.21829590118070397,-0.17957107444981896,-0.607281339110215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6064049228334905,0.677566262013333,0.0,1.74425294015735,0.618817445810034,1.24717026202621,0.709144242050492,-1.2058610490469701,0.1804321740691001,2.0175654329938,-1.17663766483084,0.3611850079491911,0.0,-0.127126033175801,-0.010279349254597,2.60504065505595,-0.22139669589537092,0.7556463932472379,0.0,0.0,0.0,-1.01508179026563,-0.5482132786264939,0.0,0.0,0.0
Negative,N,2017-08-30T21:58:42.60Z,12673,7115,-0.519128855384754,-0.4983465265517879,-0.31143261213036305,-0.5684488416186779,-0.215437665764157,-0.16941135814563502,-0.6044667768622459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6157331275752402,0.7432839135535111,0.0,1.7326760398471102,0.632637774750848,1.2274600715355501,0.7032932365828921,-1.14624509270782,0.15188257070603606,1.9356475834780904,-1.1500618906503202,0.392066781623035,0.0,-0.118884225456816,-0.05601369704799599,2.4894609897405697,-0.19339202227528304,0.46782584912663705,0.0,0.0,0.0,-1.02313014853222,-0.580943997147487,0.0,0.0,0.0
Negative,N,2017-08-30T22:58:42.70Z,12673,7115,-0.524298111495697,-0.500416075296232,-0.22967745705481105,-0.5661864701340981,-0.20976611808102694,-0.16948411834163699,-0.6097042953392989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5347407780136804,0.7304893265279899,0.0,1.7876047370637802,0.6141535134627609,1.23109724325115,0.728299900215749,-1.2607610677597298,0.13653855242713,1.94320029300791,-1.2165497631141,0.372308462845658,0.0,-0.140386890467245,-0.12276112355728099,2.55961014127598,-0.317574362873449,0.499669048728778,0.0,0.0,0.0,-1.02932119335267,-0.575664848998939,0.0,0.0,0.0
Negative,N,2017-08-30T23:58:42.70Z,12673,7115,-0.50946043191799,-0.499828651310666,-0.36183910643319706,-0.5668325173657421,-0.21080496592397602,-0.17368527396086,-0.6154898950901679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5024734658337797,0.83575388341978,0.0,1.69572848566548,0.6043112444652089,1.23091531575344,0.730057975751052,-1.20270624939345,0.136107825361837,1.89352670340796,-1.17218145968271,0.346718363474129,0.0,-0.15602519229301198,-0.151190582996421,2.5474665711068503,-0.241311130469655,0.493522361081664,0.0,0.0,0.0,-1.03984596954745,-0.55560408603446,0.0,0.0,0.0
Negative,N,2017-08-31T00:58:42.70Z,12673,7115,-0.512872699358509,-0.497646122576349,-0.344290192094511,-0.559069941909589,-0.198984562089334,-0.163069323410632,-0.609908025759275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5164209018386097,0.8177251471565451,0.0,1.7669141067220802,0.605271465830824,1.25561197356773,0.7542348621658052,-1.2734778374971,0.145624359816191,1.96769818417514,-1.19281562699905,0.344243446035579,0.0,-0.15274960204572302,-0.125233250465033,2.6258758160568,-0.2491750691225689,0.20686132194477905,0.0,0.0,0.0,-1.0361313426551702,-0.549269108256204,0.0,0.0,0.0
Negative,N,2017-08-31T01:58:42.80Z,12673,7115,-0.521034420282133,-0.502205045072193,-0.4138784641876661,-0.5726184048910881,-0.220609443403922,-0.161701559081289,-0.611799573201489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6665695998623704,0.8078384208186421,0.0,1.8289859977471998,0.605580108412628,1.1894937322973,0.693247432279563,-1.2906828789064901,0.16055792053876,1.9567564383178402,-1.1857115318353701,0.359612546593206,0.0,-0.15068915011597594,-0.08938741030263901,2.6453548423179503,-0.20578196878598892,0.224251690498242,0.0,0.0,0.0,-1.0330358202449499,-0.568274041590974,0.0,0.0,0.0
Negative,N,2017-08-31T02:58:42.80Z,12673,7115,-0.531019939320517,-0.502556002658572,-0.320953519452348,-0.5725769843686489,-0.222524292671196,-0.163044455577637,-0.610345962339133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5975329076876097,0.779922958217504,0.0,1.8641272270577198,0.621458054565475,1.16412449403692,0.6833599312956539,-1.26141154191509,0.177599510192644,2.05581312868967,-1.20944566795041,0.37325877644775396,0.0,-0.14281716710233,-0.040562903874551005,2.72844891636869,-0.201538836419309,0.152757541472366,0.0,0.0,0.0,-1.04479880540381,-0.578832337888068,0.0,0.0,0.0
Negative,N,2017-08-31T03:58:42.80Z,12673,7115,-0.519989400914026,-0.50260169838696,-0.373920789900577,-0.562265122037046,-0.20582972706531,-0.158673917171407,-0.603811290157423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72317948801852,0.820633007844164,0.0,1.86141773975107,0.6361357240113029,1.2710454896235601,0.725132877311838,-1.11183500988904,0.229099265069963,2.13705317093987,-1.08011884462965,0.414935839169859,0.0,-0.12723169737732598,0.089223758782393,2.7288187712977003,-0.088897815858512,0.48267248727990797,0.0,0.0,0.0,-1.04170328299358,-0.618953863817026,0.0,0.0,0.0
Negative,N,2017-08-31T04:58:42.80Z,12673,7115,-0.51275004918458,-0.505707064949392,-0.333297643175961,-0.560873659381141,-0.196665404472371,-0.172893256940179,-0.6031750852314649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.80411948795433,0.74619177424113,0.0,1.80246586441239,0.615833900852588,1.40069088356066,0.7552702902218249,-1.07937634953635,0.273702319525357,2.00613953908972,-0.9911239070336341,0.342705168622115,0.0,-0.140968043575635,0.164623629468808,2.64516991485345,0.032568920024979,0.17380645940722306,0.0,0.0,0.0,-1.0330358202449499,-0.536599152699691,0.0,0.0,0.0
Negative,N,2017-08-31T05:58:42.80Z,12673,7115,-0.5219488122292271,-0.5080191248822911,-0.371653294109981,-0.567967963211331,-0.169913668667985,-0.170486540019386,-0.6001179690637211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7936645198391803,0.779341386079981,0.0,1.9156074858841101,0.545017575138489,1.53088481646814,0.834800251821675,-1.08116515346361,0.23632534501240696,2.0496160336908402,-0.9545055255989908,0.276128522167413,0.0,-0.18920375157200306,0.014441919822916,2.7142711440900005,0.081562955085577,0.5566370417004549,0.0,0.0,0.0,-0.999604178214487,-0.4859193304736379,0.0,0.0,0.0
Negative,N,2017-08-31T08:46:42.80Z,12673,7115,-0.52503600685104,-0.51458880335078,-0.403714780345351,-0.5647455800146141,-0.205049187334661,-0.17213250904104002,-0.609534155028459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73002482479587,0.7973701223432159,0.0,2.0069911032266496,0.589290638817376,1.32806597776982,0.764034363721396,-1.1480013729273,0.377548081278866,2.2368844981865497,-1.11609139923123,0.3480993947519939,0.0,-0.17425226705615196,0.353123306184844,2.85247360256311,0.017406793701376,0.36653023663023904,0.0,0.0,0.0,-1.04727522333199,-0.5746090193692299,0.0,0.0,0.0
Negative,N,2017-08-31T08:58:42.80Z,12673,7115,-0.5259992594365279,-0.514666306184598,-0.40971259565026596,-0.554906845781946,-0.21327573917207301,-0.17531756902582601,-0.606818262183699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58905974683321,0.8084199929561658,0.0,1.9986163242788202,0.669366241985618,1.25191278111427,0.747735817429887,-1.2399784184958402,0.507151321536892,2.22913812943802,-1.1430546695115902,0.403668811714802,0.0,-0.12517124544758,0.661521137926819,2.8365081981275497,-0.019480170339628997,0.0035380956904979997,0.0,0.0,0.0,-1.0887552236290399,-0.6020605897416751,0.0,0.0,0.0
Negative,N,2017-08-31T09:58:42.80Z,12673,7115,-0.532419946183897,-0.5180956446670371,-0.413578102586935,-0.5564827760433579,-0.212848969247401,-0.180028381163055,-0.612261031248277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53347690847758,0.7706178040171251,0.0,2.03687756927579,0.6276994934419721,1.2540959110868002,0.7686084209628651,-1.28359271061302,0.4659890162266029,2.21471051764389,-1.20673319525155,0.31776456415849297,0.0,-0.164636824717336,0.5564557443473891,2.90659570717479,-0.016538265232064,0.054990458116233,0.0,0.0,0.0,-1.09308895500336,-0.523929197143178,0.0,0.0,0.0
Negative,N,2017-08-31T10:58:42.70Z,12673,7115,-0.5263193464758049,-0.5178598978856189,-0.39160968235653604,-0.571074707700421,-0.21859913244297105,-0.185695331315815,-0.6155334123540539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48738929509826,0.641508789486863,0.0,1.9528013570936105,0.610038279038698,1.23102144012711,0.756684020168059,-1.26271249022582,0.4437077585078621,2.12330336641123,-1.21567789688947,0.31637669609212393,0.0,-0.184977183510985,0.49341650819973104,2.73744871964125,-0.124087526952844,0.136004640494584,0.0,0.0,0.0,-1.1017564177519998,-0.5397666415888189,0.0,0.0,0.0
Negative,N,2017-08-31T11:58:42.70Z,12673,7115,-0.518650220559667,-0.516994989287981,-0.4303897589188621,-0.567292300562776,-0.2033533384234681,-0.189545689619725,-0.613701801301415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5102237032849,0.7206026001900872,0.0,1.91618222561583,0.5986870907523211,1.3343149116684698,0.8023308540612709,-1.1695645911776298,0.42677258377599103,2.06133241642299,-1.1186747065634801,0.310606446594509,0.0,-0.200441139404235,0.442119874863891,2.7034220661724,-0.099816809815435,0.21569643355961,0.0,0.0,0.0,-1.11228119394677,-0.547157448996785,0.0,0.0,0.0
Negative,N,2017-08-31T12:58:42.70Z,12673,7115,-0.512758026431665,-0.5149804193411571,-0.46282490438728,-0.5600884145573609,-0.222333369283843,-0.193771545498945,-0.606556291578416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47405260472725,0.6932687097264731,0.0,1.86675460868841,0.588227536591159,1.2382902706038401,0.747722904470297,-1.14211458182125,0.427846867750604,2.00749515362071,-1.1279423216179298,0.304378132267108,0.0,-0.209755438768703,0.43655758932145095,2.68961414882272,-0.025250830358313,-0.004544034928087,0.0,0.0,0.0,-1.11290029842882,-0.547157448996785,0.0,0.0,0.0
Negative,N,2017-08-31T13:58:42.60Z,12673,7115,-0.521385419153864,-0.518174154965733,-0.441214648486039,-0.570966716648115,-0.220963213209899,-0.19584743980586,-0.60820178246372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4940626259624197,0.76189422195427,0.0,1.9170853880513798,0.585518340595317,1.26038757038265,0.753310868168469,-1.15018046134777,0.45668531161627596,2.08360322657502,-1.1178997143638,0.30160239613436896,0.0,-0.21005658174305106,0.50515911101155,2.72727770909349,-0.07656444444602901,0.164135509331774,0.0,0.0,0.0,-1.1085665670545,-0.542934130477947,0.0,0.0,0.0
Negative,N,2017-08-31T14:58:42.60Z,12673,7115,-0.527197840811018,-0.519858636241505,-0.41555821656585706,-0.567487649395988,-0.222271599952641,-0.197630215423588,-0.606876466174541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.50030469562392,0.8066752765435949,0.0,1.95608558413198,0.59474332442926,1.2625748350710402,0.752148223547598,-1.12009603166217,0.495521690773983,2.0868954332931398,-1.08780418394309,0.306812028974633,0.0,-0.202813300728481,0.602190092140788,2.7635234921364,0.020235548612494998,0.31568609919353896,0.0,0.0,0.0,-1.10980477601859,-0.543989960107657,0.0,0.0,0.0
Negative,N,2017-08-31T15:58:42.50Z,12673,7115,-0.527747273703983,-0.51947126599597,-0.3674184695075369,-0.559705261893166,-0.20746380664530106,-0.195110386728727,-0.612787608074011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44761853656009,0.8002779830308341,0.0,2.0298164811433,0.5813345189308521,1.3138659852780101,0.7913907077418871,-1.17519119262154,0.523113559838925,2.18556480522754,-1.13414225921533,0.30292189631569605,0.0,-0.198385970684565,0.668937518650073,2.76031808275165,0.000943440118658,0.39622488660988897,0.0,0.0,0.0,-1.07823044743427,-0.5334316638105621,0.0,0.0,0.0
Negative,N,2017-08-31T16:58:42.50Z,12673,7115,-0.53799703905205,-0.514406812016773,-0.3709908308277021,-0.567330846798651,-0.19608140352282105,-0.180952211104452,-0.609884277254334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5825783645968197,0.825285584944353,0.0,1.9990268526586201,0.534009323054118,1.36163160109752,0.8050105323050959,-1.14845670483606,0.4467684543600611,2.1388929335176496,-1.06717001662674,0.30655223101146994,0.0,-0.220459222383232,0.473639492937721,2.7180313358682597,0.035001649248541995,0.541267054905729,0.0,0.0,0.0,-1.03675044713722,-0.5608832341830079,0.0,0.0,0.0
Negative,N,2017-08-31T17:58:42.50Z,12673,7115,-0.533231631074775,-0.506911849019752,-0.4002306276954501,-0.5531539929172541,-0.186018617930575,-0.172729873266523,-0.6024506266823311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.40807711923952,0.8514563311329201,0.0,1.9887636431637201,0.485518144090565,1.31843071158422,0.812357049796333,-1.14572471338353,0.3697595224629221,2.1425724586732002,-1.07204600921637,0.27139746452245,0.0,-0.24121167156283,0.26041854714417106,2.6741418842925,-0.04335486178948101,-0.07772805163728501,0.0,0.0,0.0,-0.987222088573577,-0.528152515662015,0.0,0.0,0.0
Negative,N,2017-08-31T18:58:42.50Z,12673,7115,-0.530571219171998,-0.508425349113398,-0.4215646850634761,-0.559410596193884,-0.174596907051876,-0.18069699742755202,-0.6100015506127829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47422461064044,0.789809684555407,0.0,1.91897381859844,0.480065458478681,1.43280935633839,0.8536536510809721,-1.1327802776917701,0.37533870480277504,2.09628790540073,-1.01495491717364,0.262256678292224,0.0,-0.247953047620154,0.26598083268661105,2.64498498738894,-0.010032128936488001,0.24134393036050605,0.0,0.0,0.0,-0.989698506501759,-0.51970587862434,0.0,0.0,0.0
Negative,N,2017-08-31T19:58:42.50Z,12673,7115,-0.527045275960521,-0.511738973058438,-0.4380277434851689,-0.5673076985265079,-0.155038490635697,-0.18115520903498106,-0.6078043655879289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7892447157218303,0.75724164485408,0.0,1.9693045979614,0.49854971976676704,1.6619029360697901,0.893340914994475,-1.02418361745368,0.4205397097723401,2.06268803095399,-0.9057455997027719,0.28282857490160995,0.0,-0.22259363925404602,0.407510098155373,2.64708083198666,0.141702284495986,0.072481125619912,0.0,0.0,0.0,-0.9766973123788032,-0.5270966860323061,0.0,0.0,0.0
Negative,N,2017-08-31T20:58:42.50Z,12673,7115,-0.53497266525103,-0.509480380725842,-0.42622954938984,-0.576910279322075,-0.19052777910835106,-0.16869796637590698,-0.6142798417214029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9825793621544703,0.6833819833885699,0.0,1.92562437835113,0.5568488741076719,1.47717623572339,0.78059547352457,-0.978064999838342,0.4918985160482841,2.0279262011949597,-0.8951540396405471,0.3565838492858089,0.0,-0.18529417611556198,0.6028081238677261,2.62032799212166,0.187471538957908,0.16712657846136902,0.0,0.0,0.0,-1.01260537233744,-0.598893100852547,0.0,0.0,0.0
Negative,N,2017-08-31T21:58:42.50Z,12673,7115,-0.5391138536439211,-0.508211190865077,-0.409610389168275,-0.5674960669494941,-0.180347070247445,-0.16498991106242494,-0.613735503284354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.76976068358354,0.8223777242567349,0.0,1.98055307556781,0.547966826475734,1.4428291510987,0.810494235811022,-1.1241614951332,0.45652315554463596,2.17045938616791,-1.04582543979403,0.388245016849141,0.0,-0.18962640837810504,0.5193738407311199,2.74429103582792,0.039471082008111,0.263184084006384,0.0,0.0,0.0,-1.0051761185529,-0.6495729230785989,0.0,0.0,0.0
Negative,N,2017-08-31T22:58:42.50Z,12673,7115,-0.531721937063978,-0.504373757145329,-0.431620263880677,-0.559614465233694,-0.20853073145697892,-0.161877075040044,-0.6174581468306751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.609291630768,0.7967885502056921,0.0,1.9562497954838896,0.525024394561578,1.2334650571986399,0.734926161516516,-1.1499527953934,0.446494815989169,2.07198367345222,-1.0831865220866899,0.34405885274596304,0.0,-0.20946486221450797,0.481673905387912,2.60793785199985,-0.069209681677117,0.10348397029075697,0.0,0.0,0.0,-1.00022328269653,-0.6062839082605129,0.0,0.0,0.0
Negative,N,2017-08-31T23:58:42.60Z,12673,7115,-0.523850388503063,-0.5063998409764711,-0.4308523603973339,-0.5635912973267271,-0.207536806763995,-0.173108923389404,-0.614237716299233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6016286426931403,0.8485484704453009,0.0,1.89926845636824,0.514496253160015,1.2772048380119798,0.7453445286169079,-1.0663343427213,0.434551007837458,2.06995025165573,-1.02664438285207,0.338042478862195,0.0,-0.22236117801069,0.442119874863891,2.64005358833549,-0.025250830358313,0.197037332197005,0.0,0.0,0.0,-1.0051761185529,-0.612618886038769,0.0,0.0,0.0
Negative,N,2017-09-01T00:58:42.60Z,12673,7115,-0.531186464353412,-0.5108789578616351,-0.34415051339567104,-0.570080820468074,-0.181217456278025,-0.170768498346866,-0.6208618825871619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7347412767925,0.860761485333299,0.0,1.9612582417174,0.514907776602421,1.45041773293504,0.8275905160505409,-1.0567073252219001,0.4536854242909421,2.12601459547322,-0.9769157167062592,0.33599144231091,0.0,-0.22298988000976602,0.488472254384228,2.6930044856719704,0.055085809117494,0.43043342642706,0.0,0.0,0.0,-1.00703343199903,-0.609451397149641,0.0,0.0,0.0
Negative,N,2017-09-01T01:58:42.60Z,12673,7115,-0.535055429189535,-0.5097151200423821,-0.35538364502486997,-0.564913777105112,-0.17538867757001594,-0.17359196931522802,-0.620283090309415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59831815207394,0.778759813942457,0.0,1.98006044151205,0.506883069475497,1.4437057108604,0.849536330002783,-1.0925484511824801,0.46523904439527003,2.10248500039956,-0.9977759234141781,0.33666828437283397,0.0,-0.22703153571811496,0.5138115551886789,2.6696419826562203,0.029344139426302002,0.47408673896089204,0.0,0.0,0.0,-1.00022328269653,-0.615786374927898,0.0,0.0,0.0
